B: 	oké 
B: 	ik hebben ja ik noemen het een theekop 
B: 	die een vierkant scherm erdoorheen hebben zitten alleen dan onder het midden 
B: 	ja horen aan de voorkant hebben die dan nog wel zo'n rond staaf die laten maar zeggen als een neus eruit komen 
B: 	en aan de linkerkant hebben die een staaf met een hoekje erin 
B: 	en bovenop hebben die twee ja voelsprietjes kunnen je het noemen 
B: 	ja iets onder het midden zitten een vierkant erdoorheen laten maar zeggen 
B: 	oké 
A: 	met die bollet drie bollet aan de zijkant of zijn dit een ander o ok nee dan zeggen ik niks 
A: 	ja ik denken dat ik ja ik denken dat ik weten welk je bedoelen 
A: 	ja 
A: 	ja 
A: 	zitten zo'n 
A: 	ja dat zijn nummer zes bij mij 
A: 	dus dan zes en dan op geel toch ja 
B: 	erdoorheen 
B: 	ja 
B: 	ja 
B: 	ja daar kunnen je een oké prima zijn dat de glijbaan 
B: 	C 
B: 	de glijbaan 
B: 	ja 
B: 	met het met het vierkant aan de onderkant erdoorheen 
B: 	ja 
B: 	hier J 
A: 	ja dit zijn die met dat vlak dat er doorheen snijden en die soort twee dinget er bovenop met die 
A: 	glijbaan of die slurf neus hoe je het ook willen noemen die er uitkomen en dan zo'n haak die er uit komen 
A: 	ja 
A: 	ja jajaja dat zijn nummer dertien 
B: 	dit zijn de glijbaan 
B: 	met het vierkant erdoorheen 
A: 	dit zijn die met die met dat plateau erdoor met die twee ding er bovenop en die 
A: 	neus of glijbaan en zo'n haak aan de zijkant 
A: 	J ok 
A: 	en een hoek dat zijn nummer negen 
A: 	dit zijn met dat vlak er doorheen met die twee 
A: 	pun er bovenop en die glijbaan slash Slurf die er uit komen en die haak die er rechts uit komen link 
