Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	4	vierkant aan de voorkant	22	A	7, 21, 28
2	4	met die paddestoel bovenop	20	A	8, 27
4	3	aan de voorkant	22	A	7, 11, 21, 28
2	3	aan de zijkant	23	A	0, 22
3	2	die paddestoel	20	A	8, 21, 27
3	2	met die	20	A	8, 22, 27
2	2	dat zijn	11	A	2, 12
2	2	die twee	23	A	0, 22
5	1	ja	23	A	0, 1, 10, 11, 22
4	1	dat	27	A	2, 9, 12, 28
4	1	met	20	A	8, 21, 22, 27
3	1	en	29	A	0, 21, 28
3	1	twee	23	A	0, 2, 22
3	1	zijn	20	A	2, 12, 21
2	1	ding	23	A	0, 22
2	1	een	3	A	7, 9

