Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	daarnaast ook nog een	10	A	22, 31
2	4	ei aan de rechterzijde	4	A	31, 34
2	4	met dat opengeslagen boek	16	A	17, 32
2	4	zitten daar een soort	14	A	5, 18
3	3	aan de rechterzijde	13	A	22, 31, 34
2	3	aan de bovenzijde	2	A	7, 8
2	3	aan de linkerzijde	3	A	12, 14
2	3	en opengeslagen boek	4	A	35, 38
2	3	nog een staafje	13	A	19, 31
2	3	opengeslagen boek link	7	A	32, 38
2	3	soort mooi kwas	6	A	30, 35
9	2	aan de	31	A	4, 7, 8, 12, 14, 16, 22, 31, 34
5	2	een soort	19	A	4, 5, 18, 19, 22
5	2	opengeslagen boek	22	A	17, 22, 32, 35, 38
4	2	zo'n soort	23	A	8, 15, 16, 30
3	2	een staafje	20	A	19, 31, 38
3	2	mooi kwas	9	A	30, 35, 38
3	2	zeggen maar	23	A	8, 17, 30
2	2	dat zijn	19	A	15, 33
2	2	de linkerkant	14	A	4, 17
2	2	een ei	10	A	22, 31
2	2	en daarnaast	4	A	19, 22
2	2	en dan	13	A	19, 31
2	2	even kijken	11	A	3, 13
2	2	het hebben	2	A	15, 16
2	2	je bedoelen	3	A	15, 17
2	2	met een	8	A	31, 38
2	2	staafje erin	5	A	31, 35
2	2	van de	11	A	7, 17
11	1	de	31	A	4, 7, 8, 12, 14, 16, 17, 21, 22, 31, 34
11	1	soort	32	A	4, 5, 8, 9, 15, 16, 18, 19, 22, 30, 35
9	1	het	26	A	10, 11, 15, 16, 19, 21, 22, 23, 35
8	1	een	35	A	4, 5, 14, 18, 19, 22, 31, 38
7	1	en	23	A	16, 19, 22, 31, 32, 35, 38
6	1	boek	35	A	4, 17, 22, 32, 35, 38
6	1	met	22	A	17, 22, 30, 31, 32, 38
5	1	ei	21	A	18, 22, 31, 34, 38
5	1	erin	31	A	5, 22, 30, 31, 35
5	1	wat	15	A	6, 12, 15, 16, 20
5	1	zijn	19	A	15, 17, 23, 30, 33
4	1	dat	19	A	15, 17, 32, 33
4	1	even	19	A	3, 8, 13, 21
4	1	link	28	A	11, 32, 36, 38
4	1	maar	24	A	7, 8, 17, 30
4	1	zeggen	24	A	7, 8, 17, 30
4	1	zitten	16	A	5, 12, 18, 20
3	1	beker	29	A	7, 22, 35
3	1	dan	13	A	19, 23, 31
3	1	ja	27	A	11, 33, 37
3	1	niet	7	A	10, 15, 16
3	1	nummer	15	A	23, 33, 37
3	1	ook	16	A	16, 22, 31
3	1	van	12	A	7, 17, 18
2	1	daar	14	A	5, 18
2	1	daarin	3	A	20, 22
2	1	ik	12	A	10, 21
2	1	rechts	21	A	18, 38
2	1	zien	2	A	10, 11

