Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	hebben aan de rechterkant	6	7	1	A	0, 6
4	2	3	aan de rechterkant	11	18	1	A	0, 6, 11, 17
5	5	2	dat zijn	20	14	1	A	15, 20, 23, 25, 28
4	1	2	aan de	6	18	1	A	0, 6, 11, 17
4	4	2	een soort	4	7	2	A	1, 2, 4, 7
3	3	2	die twee	17	17	2	A	1, 11, 17
3	3	2	ja ja	9	7	1	B	7, 9, 13
3	3	2	zijn de	29	14	2	B	16, 26, 29
2	2	2	ja ik	7	8	1	A	0, 7
12	5	1	de	18	30	1	A	0, 6, 11, 16, 17, 18, 19, 22, 26, 27, 28, 29
10	6	1	ja	4	22	3	A	0, 2, 3, 4, 7, 9, 10, 13, 14, 21
9	1	1	zijn	15	22	1	B	8, 15, 16, 20, 23, 25, 26, 28, 29
6	1	1	dat	17	14	1	A	15, 17, 20, 23, 25, 28
6	3	1	die	5	24	2	A	0, 1, 5, 11, 17, 23
6	3	1	twee	6	18	2	A	0, 1, 6, 11, 15, 17
5	2	1	een	4	8	3	A	0, 1, 2, 4, 7
4	4	1	en	5	5	2	A	2, 3, 5, 6
2	1	1	hebben	6	7	1	A	0, 6
2	1	1	ik	7	8	1	A	0, 7
2	2	1	maar	7	8	1	A	0, 7
2	2	1	met	17	7	1	A	11, 17
2	2	1	of	17	6	1	A	12, 17
2	2	1	plat	5	3	1	A	3, 5
2	2	1	staan	23	18	1	B	6, 23

