Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
5	5	2	dat zijn	7	14	1	B	6, 7, 8, 17, 19
11	11	1	de	6	32	3	A	1, 2, 3, 6, 10, 18, 20, 23, 27, 28, 32
8	8	1	ja	12	30	2	B	4, 6, 12, 14, 16, 26, 29, 33
7	2	1	zijn	20	16	1	B	6, 7, 8, 17, 19, 20, 21
4	4	1	het	11	24	2	A	1, 5, 11, 24
4	4	1	met	11	24	2	A	1, 3, 11, 24
3	3	1	hebben	6	10	1	A	1, 6, 10
3	3	1	ik	6	7	1	A	1, 6, 7
3	3	1	in	6	13	1	A	3, 6, 15
3	3	1	je	21	20	2	A	2, 3, 21
2	2	1	dan	15	6	1	B	10, 15
2	2	1	we	13	4	1	B	10, 13

