Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	en een piramide op zijn kop	17	B	17, 33
5	4	piramide op zijn kop	28	B	6, 11, 17, 28, 33
2	3	boven het midden	13	B	4, 16
2	3	links en rechts	13	B	5, 17
3	2	en een	17	B	17, 18, 33
3	2	het midden	13	B	4, 6, 16
2	2	dan twee	13	B	4, 16
2	2	dat zijn	9	B	14, 22
2	2	deze hebben	13	B	4, 16
2	2	dit zijn	28	B	4, 31
2	2	een soort	3	B	4, 6
2	2	ja ja	29	B	7, 35
17	1	ja	34	B	6, 7, 10, 11, 12, 13, 20, 21, 22, 23, 26, 27, 29, 34, 35, 37, 39
7	1	en	30	B	4, 5, 6, 16, 17, 18, 33
5	1	een	30	B	4, 6, 17, 18, 33
3	1	dat	18	B	14, 22, 31
3	1	die	28	B	4, 19, 31
3	1	het	13	B	4, 6, 16
2	1	L	27	B	14, 40
2	1	deze	13	B	4, 16
2	1	hebben	13	B	4, 16
2	1	hem	17	B	22, 38
2	1	hoe	4	B	16, 19
2	1	noemen	4	B	16, 19
2	1	plateau	3	B	4, 6
2	1	van	3	B	4, 6
2	1	we	4	B	16, 19

