Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	rechts die steeds groot worden	15	B	20, 34
2	4	en een kubus rechts	3	B	32, 34
3	3	die steeds groot	20	B	20, 34, 39
2	3	en nog een	15	B	21, 35
3	2	deze hebben	21	B	19, 34, 39
3	2	een kubus	8	B	32, 34, 39
3	2	en een	15	B	20, 32, 34
3	2	kubus rechts	6	B	32, 34, 37
2	2	bovenop en	16	B	19, 34
2	2	ja ja	13	B	24, 36
14	1	ja	32	B	6, 7, 9, 11, 12, 14, 21, 22, 23, 24, 25, 32, 36, 37
7	1	een	21	B	19, 20, 21, 32, 34, 35, 39
7	1	en	21	B	19, 20, 21, 32, 34, 35, 39
5	1	rechts	20	B	20, 32, 34, 37, 39
4	1	die	27	B	13, 20, 34, 39
4	1	groot	20	B	20, 34, 37, 39
4	1	ovaal	32	B	8, 19, 34, 39
3	1	bovenop	16	B	19, 31, 34
3	1	de	27	B	13, 19, 39
2	1	L	26	B	13, 38
2	1	haak	15	B	21, 35
2	1	ik	7	B	7, 13
2	1	links	6	B	34, 39
2	1	vierkant	11	B	10, 20

