Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	aan de zijkant zeggen maar	15	A	13, 27
2	5	die ruit met de verrekijker	5	A	23, 27
2	5	poo aan de onderkant en	11	A	13, 23
2	4	hij hebben een soort	2	A	4, 5
2	4	met een soort van	6	A	7, 12
2	4	poo aan de zijkant	11	A	13, 23
4	3	aan de zijkant	22	A	6, 13, 23, 27
3	3	aan de onderkant	18	A	6, 13, 23
3	3	die ruit met	16	A	12, 23, 27
3	3	ja dat zijn	14	A	15, 26, 28
4	2	aan de	22	A	6, 13, 23, 27
4	2	die ruit	24	A	4, 12, 23, 27
4	2	een soort	9	A	4, 5, 7, 12
4	2	soort van	18	A	6, 7, 12, 23
3	2	dit zijn	25	A	3, 23, 27
3	2	met een	10	A	3, 7, 12
3	2	zeggen maar	24	A	4, 13, 27
2	2	als een	3	A	5, 7
2	2	en één	8	A	6, 13
2	2	twee ruit	4	A	4, 7
10	1	ja	26	A	3, 4, 7, 8, 12, 14, 15, 26, 27, 28
7	1	een	21	A	3, 4, 5, 6, 7, 12, 23
7	1	soort	21	A	3, 4, 5, 6, 7, 12, 23
6	1	en	24	A	4, 5, 6, 13, 23, 27
6	1	met	25	A	3, 4, 7, 12, 23, 27
5	1	aan	22	A	6, 7, 13, 23, 27
5	1	de	24	A	4, 6, 13, 23, 27
4	1	dat	14	A	15, 22, 26, 28
4	1	die	24	A	4, 12, 23, 27
4	1	verrekijker	21	A	7, 12, 23, 27
3	1	dit	25	A	3, 23, 27
3	1	hebben	19	A	4, 5, 22
3	1	poo	15	A	13, 23, 27
3	1	twee	4	A	4, 6, 7
2	1	ik	20	A	3, 22
2	1	of	24	A	4, 27
2	1	uit	9	A	4, 12
2	1	weer	16	A	12, 27

