Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	zijn hoofd en een kogel	18	8	1	B	11, 18
2	2	4	deze hebben een driehoek	11	8	1	A	4, 11
3	1	3	deze hebben een	18	15	1	A	4, 11, 18
3	1	3	en een kogel	18	16	2	B	3, 11, 18
5	2	2	en een	5	16	1	B	3, 5, 6, 11, 18
4	1	2	deze hebben	4	16	1	B	3, 4, 11, 18
4	1	2	een kogel	5	16	1	B	3, 5, 11, 18
3	1	2	zijn hoofd	11	15	1	A	4, 11, 18
12	12	1	ja	5	25	1	B	2, 5, 8, 9, 12, 13, 15, 19, 20, 21, 25, 26
7	3	1	een	4	19	2	B	0, 3, 4, 5, 6, 11, 18
6	1	1	en	17	16	1	B	3, 5, 6, 11, 17, 18
6	2	1	kogel	17	21	1	B	3, 5, 11, 17, 18, 23
5	1	1	hebben	4	17	2	B	2, 3, 4, 11, 18
5	3	1	zijn	18	23	1	A	4, 11, 18, 20, 26
3	1	1	driehoek	4	9	1	B	3, 4, 11
2	2	1	de	17	13	1	A	5, 17
2	2	1	het	5	3	1	B	3, 5

