Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	aan de zijkant hebben	13	5	1	B	9, 13
4	2	3	aan de zijkant	13	8	3	B	6, 7, 9, 13
7	3	2	aan de	6	14	2	A	0, 1, 6, 7, 9, 12, 13
6	6	2	dat zijn	10	27	1	A	3, 10, 21, 22, 25, 29
3	3	2	die balk	24	31	1	A	0, 24, 30
2	2	2	een balk	12	4	1	B	9, 12
2	2	2	een beetje	13	5	1	B	9, 13
2	2	2	een soort	13	9	1	B	5, 13
2	2	2	of zo	13	5	1	B	9, 13
2	2	2	ook een	13	7	1	B	7, 13
2	2	2	zijn die	32	7	1	A	26, 32
16	16	1	ja	12	29	5	B	4, 6, 8, 9, 11, 12, 14, 15, 16, 18, 20, 22, 25, 27, 28, 32
11	4	1	zijn	10	32	3	A	1, 2, 3, 10, 21, 22, 23, 25, 26, 29, 32
10	4	1	dat	6	30	1	A	3, 6, 10, 21, 22, 24, 25, 29, 30, 32
9	5	1	een	4	24	1	A	1, 4, 5, 7, 9, 11, 12, 13, 24
9	9	1	en	6	30	2	A	1, 2, 6, 7, 9, 12, 19, 24, 30
8	3	1	de	6	24	2	A	0, 1, 6, 7, 9, 12, 13, 23
7	1	1	aan	6	14	2	A	0, 1, 6, 7, 9, 12, 13
7	4	1	die	19	33	2	A	0, 13, 19, 24, 26, 30, 32
7	5	1	hebben	13	21	5	B	4, 5, 6, 7, 9, 13, 24
6	1	1	balk	11	31	1	A	0, 9, 11, 12, 24, 30
5	5	1	er	4	13	2	A	0, 1, 4, 7, 12
4	4	1	uit	6	8	2	A	0, 1, 6, 7
3	1	1	beetje	9	13	1	A	1, 9, 13
3	3	1	het	9	12	1	A	1, 9, 12
3	1	1	soort	19	15	1	B	5, 13, 19
3	3	1	zitten	7	13	1	A	0, 7, 12
3	3	1	één	4	23	1	A	0, 4, 22
2	2	1	bovenop	12	8	1	B	5, 12
2	2	1	hoe	6	7	1	A	0, 6
2	2	1	ik	12	9	1	B	4, 12
2	1	1	ook	13	7	1	B	7, 13
2	2	1	op	9	10	1	A	0, 9
2	2	1	steken	7	7	1	A	1, 7

