Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	ja dat zijn	14	15	1	B	0, 14
4	2	2	dat zijn	14	21	2	B	0, 9, 14, 20
4	4	2	deze hebben	5	12	1	A	1, 5, 7, 12
10	8	1	ja	1	24	1	B	0, 1, 8, 11, 13, 14, 18, 19, 22, 23
6	2	1	dat	1	21	1	B	0, 1, 7, 9, 14, 20
6	2	1	zijn	1	21	1	B	0, 1, 9, 12, 14, 20
5	2	1	hebben	12	22	1	A	1, 5, 7, 12, 22
4	4	1	het	15	13	1	B	10, 15, 21, 22
4	4	1	met	5	13	1	A	3, 5, 7, 15
4	4	1	twee	5	16	1	A	1, 5, 7, 16
3	3	1	aan	21	17	1	B	7, 21, 23
3	3	1	de	15	9	2	B	7, 10, 15
2	2	1	die	19	13	1	B	7, 19
2	2	1	op	10	10	1	A	1, 10
2	2	1	zo'n	12	8	1	B	5, 12

