Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	nu hebben ik met die neuspiercing	7	B	27, 33
2	4	oké nu hebben ik	14	B	14, 27
4	2	dat zijn	22	B	10, 16, 25, 31
3	2	en dan	11	B	9, 15, 19
3	2	oké nu	23	B	5, 14, 27
2	2	dat ja	3	B	14, 16
2	2	met dat	5	B	14, 18
2	2	zo'n ja	7	B	19, 25
2	2	één zo'n	11	B	15, 25
10	1	ja	25	B	6, 7, 8, 14, 16, 17, 19, 24, 25, 30
6	1	dat	22	B	10, 14, 16, 18, 25, 31
6	1	die	20	B	14, 15, 17, 18, 27, 33
5	1	met	20	B	14, 18, 25, 27, 33
5	1	zijn	27	B	5, 10, 16, 25, 31
5	1	zo'n	17	B	9, 14, 15, 19, 25
4	1	hebben	20	B	14, 15, 27, 33
4	1	oké	23	B	5, 10, 14, 27
2	1	aan	6	B	9, 14
2	1	het	5	B	5, 9
2	1	mij	22	B	10, 31
2	1	zitten	6	B	9, 14

