Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	en aan de	10	8	1	B	3, 10
2	2	3	met die twee	26	6	1	B	21, 26
8	7	2	aan de	9	26	2	B	1, 3, 9, 10, 20, 21, 24, 26
4	4	2	dit zijn	26	7	2	B	21, 24, 26, 27
4	4	2	hebben het	7	19	1	B	2, 7, 9, 20
3	1	2	die twee	26	26	2	B	1, 21, 26
2	2	2	soort van	9	7	1	B	3, 9
15	15	1	ja	8	33	4	B	0, 4, 5, 6, 8, 9, 11, 12, 13, 19, 25, 27, 28, 29, 32
14	7	1	de	9	31	3	B	1, 2, 3, 9, 10, 15, 16, 20, 21, 24, 26, 27, 28, 31
11	11	1	een	7	23	1	B	2, 7, 8, 10, 13, 14, 15, 19, 20, 21, 24
9	6	1	het	7	30	1	B	2, 7, 8, 9, 10, 17, 19, 20, 31
7	6	1	en	10	29	1	B	3, 10, 17, 20, 22, 24, 31
7	4	1	hebben	7	20	3	B	1, 2, 3, 7, 9, 10, 20
7	5	1	soort	7	18	1	B	3, 7, 9, 10, 15, 18, 20
7	4	1	zijn	15	26	1	B	2, 15, 21, 24, 25, 26, 27
6	4	1	twee	9	31	1	B	1, 9, 21, 24, 26, 31
5	3	1	die	26	26	4	B	1, 21, 22, 24, 26
5	1	1	dit	21	21	1	A	7, 21, 24, 26, 27
4	2	1	met	26	8	2	B	21, 24, 26, 28
3	3	1	dat	14	24	1	B	2, 14, 25
3	3	1	hij	13	15	1	B	3, 13, 17
3	1	1	van	9	9	2	B	1, 3, 9
2	2	1	of	28	27	1	B	2, 28

