Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	die doorboren worden door	10	A	22, 31
2	3	aan de linkerkant	20	A	13, 32
2	3	bovenop staan twee	12	A	12, 23
2	3	de bak die	10	A	22, 31
2	3	twee gelijk stok	9	A	23, 31
3	2	de bak	21	A	11, 22, 31
2	2	door een	21	A	11, 31
5	1	de	22	A	11, 13, 22, 31, 32
4	1	twee	31	A	1, 12, 23, 31
3	1	bovenop	20	A	12, 23, 31
3	1	door	21	A	11, 22, 31
3	1	doorboren	21	A	11, 22, 31
3	1	een	21	A	11, 13, 31
3	1	ja	27	A	0, 18, 26
3	1	stok	31	A	1, 23, 31
3	1	worden	21	A	11, 22, 31
2	1	L	20	A	13, 32
2	1	en	23	A	1, 23
2	1	nummer	25	A	3, 27
2	1	vierkant	12	A	11, 22
2	1	zitten	13	A	1, 13

