Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	en aan de rechterkant	25	20	1	B	6, 25
4	2	3	aan de rechterkant	10	25	1	B	6, 10, 25, 30
3	3	3	die groot worden	29	19	1	B	17, 29, 35
2	2	3	ja ja ja	55	49	1	B	7, 55
8	5	2	aan de	8	43	1	B	6, 8, 9, 10, 20, 25, 30, 48
6	6	2	die ruit	28	53	2	B	2, 17, 28, 52, 53, 54
6	6	2	met die	35	53	2	B	2, 17, 35, 52, 53, 54
3	1	2	ja ja	55	49	2	B	7, 16, 55
2	2	2	dat zijn	43	25	1	B	19, 43
2	2	2	de ruit	35	16	1	B	20, 35
2	2	2	die ook	12	7	1	B	6, 12
2	2	2	een ruit	16	6	1	A	11, 16
2	2	2	met de	35	16	1	B	20, 35
2	2	2	ruit bovenop	28	12	1	B	17, 28
17	14	1	ja	9	56	2	B	0, 7, 9, 16, 18, 23, 26, 28, 29, 31, 32, 33, 37, 40, 42, 53, 55
15	14	1	een	9	45	2	B	5, 6, 9, 10, 11, 12, 13, 16, 22, 24, 25, 30, 36, 43, 49
14	8	1	die	12	53	4	B	2, 3, 5, 6, 12, 17, 28, 29, 35, 41, 43, 52, 53, 54
12	11	1	en	10	48	1	B	6, 10, 11, 13, 22, 24, 25, 28, 30, 35, 51, 53
11	4	1	met	12	53	1	B	2, 12, 16, 17, 20, 35, 44, 49, 52, 53, 54
11	9	1	zijn	19	39	5	A	8, 9, 10, 11, 13, 19, 28, 35, 41, 43, 46
10	3	1	de	13	43	1	B	6, 8, 9, 10, 13, 20, 25, 30, 35, 48
9	1	1	aan	12	43	1	B	6, 8, 9, 10, 12, 20, 25, 30, 48
7	7	1	soort	9	28	1	B	3, 9, 12, 13, 22, 24, 30
5	3	1	bovenop	11	27	1	B	2, 11, 17, 22, 28
5	3	1	dat	44	35	1	B	19, 43, 44, 45, 53
5	5	1	hebben	21	27	1	B	17, 21, 22, 24, 43
5	5	1	twee	22	27	3	B	2, 16, 17, 22, 28
4	1	1	worden	17	24	1	A	12, 17, 29, 35
3	3	1	ik	41	42	2	B	0, 17, 41
3	3	1	naar	13	37	1	B	5, 13, 41
3	2	1	ook	12	30	1	B	6, 12, 35
3	3	1	van	8	11	1	B	3, 8, 13
3	3	1	zitten	41	38	2	B	4, 6, 41
2	2	1	je	39	37	1	B	3, 39
2	2	1	zo'n	14	9	1	B	6, 14

