Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	ja dat zijn	6	B	32, 37
3	2	aan de	13	B	23, 25, 35
2	2	een een	4	B	22, 25
2	2	en een	3	B	23, 25
2	2	ondefinieerbaaren object	3	B	36, 38
2	2	pyramidevorm bovenop	17	B	22, 38
2	2	rond schijf	12	B	24, 35
2	2	soort verrekijker	16	B	8, 23
9	1	ja	32	B	6, 7, 9, 10, 13, 26, 30, 32, 37
4	1	aan	14	B	23, 25, 35, 36
4	1	de	13	B	23, 25, 34, 35
4	1	een	4	B	22, 23, 24, 25
3	1	en	16	B	23, 25, 38
3	1	object	14	B	25, 36, 38
3	1	zijn	13	B	25, 32, 37
2	1	hebben	11	B	12, 22
2	1	ik	3	B	12, 14
2	1	voor	19	B	14, 32

