Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	staart aan de onderkant	25	B	14, 38
3	3	aan de onderkant	25	B	14, 18, 38
2	3	en aan de	2	B	17, 18
2	3	kop zijn zetten	3	B	13, 15
2	3	met twee gelijk	24	B	13, 36
5	2	aan de	25	B	14, 17, 18, 36, 38
3	2	twee gelijk	24	B	13, 16, 36
3	2	zitten een	23	B	14, 17, 36
2	2	alsof er	5	B	9, 13
2	2	dat vierkan	2	B	15, 16
2	2	de kop	25	B	13, 37
10	1	ja	37	B	7, 8, 20, 21, 27, 29, 30, 39, 40, 43
7	1	de	26	B	13, 14, 17, 18, 36, 37, 38
6	1	een	24	B	13, 14, 17, 18, 26, 36
5	1	twee	30	B	13, 16, 28, 36, 42
5	1	zitten	29	B	9, 14, 17, 36, 37
4	1	driehoek	21	B	22, 36, 37, 42
4	1	en	13	B	16, 17, 18, 28
3	1	alsof	7	B	9, 13, 15
3	1	er	6	B	9, 13, 14
3	1	nog	20	B	16, 26, 35
3	1	staart	25	B	14, 19, 38
2	1	dat	2	B	15, 16
2	1	dinge	9	B	28, 36
2	1	dinget	30	B	13, 42
2	1	erin	25	B	13, 37
2	1	eruit	15	B	28, 42
2	1	even	10	B	26, 35
2	1	groot	2	B	16, 17
2	1	het	8	B	9, 16
2	1	iets	9	B	9, 17
2	1	in	3	B	13, 15
2	1	je	8	B	9, 16
2	1	komen	27	B	16, 42
2	1	oké	10	B	22, 31
2	1	op	6	B	37, 42
2	1	van	3	B	16, 18
2	1	vierkan	2	B	15, 16
2	1	zien	8	B	9, 16
2	1	zijn	3	B	13, 15

