Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	dus dat puntig en die	3	A	19, 21
2	5	maar dan met twee dinget	14	A	6, 19
2	3	dit zijn dat	3	A	19, 21
2	3	twee ding erin	7	A	15, 21
3	2	dit zijn	16	A	6, 19, 21
3	2	met twee	16	A	6, 19, 21
3	2	puntig en	16	A	6, 19, 21
2	2	dat theekopje	14	A	6, 19
5	1	zijn	18	A	4, 6, 17, 19, 21
4	1	dat	16	A	6, 17, 19, 21
4	1	en	19	A	3, 6, 19, 21
4	1	ja	15	A	2, 8, 14, 16
4	1	met	16	A	6, 15, 19, 21
4	1	oké	16	A	2, 4, 6, 17
3	1	dan	16	A	4, 6, 19
3	1	die	7	A	15, 19, 21
3	1	erin	16	A	6, 15, 21
3	1	nummer	17	A	4, 17, 20
2	1	in	17	A	3, 19
2	1	zo'n	4	A	3, 6

