Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	waar de balk voor staat	9	B	24, 32
2	4	balk aan de voorkant	2	B	14, 15
3	2	de balk	18	B	15, 24, 32
2	2	aan de	2	B	14, 15
2	2	dat zijn	4	B	23, 26
2	2	deze hebben	2	B	14, 15
2	2	en die	29	B	4, 32
2	2	en een	3	B	22, 24
2	2	ja en	19	B	4, 22
2	2	twee uitsteeksel	9	B	24, 32
6	1	ja	24	B	2, 3, 4, 5, 22, 25
5	1	balk	29	B	4, 14, 15, 24, 32
5	1	een	23	B	3, 14, 22, 24, 25
5	1	en	29	B	4, 15, 22, 24, 32
5	1	zijn	23	B	4, 6, 23, 24, 26
4	1	die	29	B	4, 15, 25, 32
4	1	oké	24	B	0, 5, 13, 23
3	1	bol	18	B	15, 24, 32
3	1	dat	24	B	3, 23, 26
3	1	hebben	19	B	14, 15, 32
3	1	twee	18	B	15, 24, 32
3	1	uitsteeksel	30	B	3, 24, 32
2	1	daarbovenop	11	B	22, 32
2	1	met	22	B	3, 24

