Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	en dan twee klein	19	8	1	A	12, 19
3	1	3	en dan twee	12	10	1	B	10, 12, 19
5	5	2	dat zijn	9	19	1	A	7, 9, 16, 24, 25
4	1	2	en dan	13	10	1	B	10, 12, 13, 19
3	3	2	ja ja	17	16	1	B	8, 17, 23
2	2	2	met de	22	4	1	B	19, 22
2	2	2	met die	27	18	1	B	10, 27
10	7	1	ja	4	22	1	B	3, 4, 6, 8, 9, 15, 16, 17, 23, 24
8	3	1	zijn	11	20	1	A	7, 9, 11, 16, 22, 24, 25, 26
7	5	1	en	12	21	2	B	2, 10, 12, 13, 19, 20, 22
7	7	1	oké	5	22	1	B	0, 5, 7, 10, 14, 19, 21
5	3	1	die	13	18	1	B	10, 13, 19, 22, 27
5	1	1	met	11	18	1	B	10, 11, 19, 22, 27
4	2	1	de	19	14	1	A	13, 19, 22, 26
4	4	1	een	13	22	1	B	1, 13, 20, 22
4	2	1	twee	12	18	2	B	2, 10, 12, 19
3	3	1	erdoorheen	11	10	1	B	10, 11, 19
3	3	1	het	22	13	2	B	10, 20, 22
2	2	1	nog	13	4	1	B	10, 13
2	2	1	soort	20	8	1	A	13, 20
2	2	1	zo'n	20	10	1	A	11, 20

