Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	dit zijn die met die	8	A	15, 22
2	4	met een met een	4	A	1, 4
2	3	aan de rechterkant	4	A	0, 3
2	3	ja dat zijn	17	A	8, 24
2	2	dat hart	9	A	7, 15
2	2	die ja	2	A	5, 6
2	2	met die	8	A	15, 22
2	2	pin erin	15	A	1, 15
2	2	plat rond	4	A	0, 3
7	1	ja	20	A	5, 6, 7, 8, 19, 21, 24
6	1	die	23	A	0, 5, 6, 7, 15, 22
4	1	dat	18	A	7, 8, 15, 24
4	1	een	5	A	0, 1, 3, 4
4	1	en	22	A	1, 4, 15, 22
4	1	horizontaal	16	A	0, 3, 7, 15
3	1	erin	15	A	1, 4, 15
3	1	plat	16	A	0, 3, 15
3	1	zitten	4	A	1, 3, 4
2	1	link	4	A	1, 4
2	1	sterrenkijker	18	A	5, 22

