Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	en hij staan op	32	7	1	A	26, 32
3	1	3	en hij staan	36	11	1	A	26, 32, 36
3	1	3	hij staan op	32	21	2	A	12, 26, 32
2	2	3	aan de linkerkant	27	5	1	A	23, 27
5	2	2	staan op	12	34	1	B	0, 12, 26, 32, 33
3	1	2	aan de	23	26	1	B	2, 23, 27
3	3	2	een rond	25	34	1	B	2, 25, 35
3	3	2	en een	28	11	1	A	25, 28, 35
2	2	2	deze hebben	32	11	1	A	22, 32
2	2	2	rond achter	40	39	1	B	2, 40
13	7	1	en	10	39	1	B	2, 10, 11, 22, 24, 25, 26, 28, 32, 34, 35, 36, 40
12	9	1	een	4	40	2	B	0, 2, 4, 10, 22, 24, 25, 27, 28, 34, 35, 39
10	10	1	ja	13	32	3	B	0, 5, 6, 13, 19, 20, 22, 28, 30, 31
7	5	1	hebben	27	27	4	A	8, 11, 22, 24, 27, 32, 34
7	1	1	staan	40	41	1	B	0, 12, 26, 32, 33, 36, 40
7	7	1	zijn	10	38	1	B	2, 10, 14, 24, 30, 37, 39
6	2	1	hij	32	29	4	A	8, 11, 12, 26, 32, 36
6	1	1	op	27	34	1	B	0, 12, 26, 27, 32, 33
6	2	1	rond	9	39	1	B	2, 9, 10, 25, 35, 40
4	2	1	de	23	31	1	B	2, 23, 27, 32
4	2	1	deze	27	12	1	A	22, 27, 32, 33
4	4	1	die	32	16	1	A	24, 32, 34, 39
4	4	1	ik	19	7	3	A	13, 15, 16, 19
3	3	1	zeggen	22	6	1	B	19, 22, 24

