Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	dat pedaal weten je wel	13	B	14, 26
2	5	die twee kegel aan de	12	B	16, 27
3	3	ja ja ja	29	B	5, 22, 33
3	2	aan de	12	B	16, 23, 27
3	2	dat zijn	30	B	6, 24, 35
2	2	die dat	2	B	14, 15
2	2	dit zijn	11	B	26, 36
2	2	met die	2	B	16, 17
2	2	soort van	13	B	3, 15
2	2	zijn die	13	B	14, 26
9	1	ja	29	B	5, 7, 17, 18, 22, 23, 24, 28, 33
8	1	dat	30	B	6, 14, 15, 23, 24, 26, 34, 35
7	1	die	14	B	14, 15, 16, 17, 23, 26, 27
7	1	zijn	31	B	6, 8, 14, 24, 26, 35, 36
5	1	de	32	B	5, 16, 23, 27, 36
4	1	met	21	B	16, 17, 26, 36
4	1	pedaal	34	B	3, 14, 26, 36
3	1	je	22	B	5, 14, 26
3	1	kegel	21	B	16, 27, 36
3	1	okee	30	B	4, 24, 33
2	1	deze	9	B	6, 14
2	1	en	5	B	23, 27
2	1	het	29	B	8, 36
2	1	niet	30	B	5, 34
2	1	uit	12	B	23, 34
2	1	wel	13	B	14, 26

