Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	met de neus en de vulpen	6	A	19, 24
4	2	dit zijn	17	A	8, 19, 20, 24
3	2	neus en	17	A	8, 19, 24
2	2	die ik	6	A	3, 8
2	2	die vulpen	6	A	3, 8
2	2	en die	3	A	8, 10
2	2	zeggen maar	18	A	3, 20
7	1	zijn	22	A	3, 6, 8, 19, 20, 23, 24
6	1	ja	22	A	2, 4, 9, 14, 21, 23
5	1	vulpen	22	A	3, 8, 19, 20, 24
4	1	die	22	A	3, 8, 10, 24
3	1	dat	21	A	3, 5, 23
3	1	ik	6	A	3, 5, 8
3	1	met	17	A	8, 19, 24
3	1	van	20	A	5, 20, 24
2	1	dan	15	A	6, 20
2	1	hebben	3	A	3, 5
2	1	het	19	A	6, 24
2	1	in	5	A	20, 24
2	1	noemen	6	A	3, 8
2	1	soort	20	A	5, 24

