Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	ja ja ja	22	27	1	A	2, 22, 28
2	2	3	ja dat zijn	45	44	1	A	2, 45
5	5	2	aan de	14	30	1	B	7, 14, 16, 27, 36
5	3	2	dat zijn	13	44	1	A	2, 13, 19, 41, 45
4	1	2	ja ja	12	27	1	A	2, 12, 22, 28
2	2	2	dan hebben	16	11	1	B	6, 16
2	2	2	en een	16	13	1	B	4, 16
2	2	2	hebben je	16	4	1	B	13, 16
2	2	2	ook een	12	13	1	A	0, 12
2	2	2	soort van	16	7	1	B	10, 16
2	2	2	wat je	16	7	1	B	10, 16
2	2	2	zijn het	32	9	1	A	24, 32
19	14	1	ja	3	45	2	A	1, 2, 3, 10, 12, 13, 16, 17, 18, 20, 22, 28, 29, 30, 38, 39, 40, 44, 45
13	11	1	een	4	44	1	A	0, 4, 5, 10, 12, 13, 15, 16, 25, 33, 36, 42, 43
9	6	1	hebben	14	39	5	B	4, 5, 6, 7, 13, 14, 16, 30, 42
9	2	1	zijn	10	44	1	A	2, 10, 13, 19, 24, 32, 41, 44, 45
8	6	1	en	4	38	1	A	0, 4, 9, 10, 16, 25, 36, 37
8	8	1	het	14	29	1	B	9, 14, 15, 24, 26, 32, 35, 37
7	2	1	dat	4	44	1	A	2, 4, 13, 19, 37, 41, 45
7	5	1	ook	3	31	1	A	0, 3, 12, 16, 18, 25, 30
6	1	1	aan	14	32	2	B	5, 7, 14, 16, 27, 36
6	2	1	de	14	33	2	B	4, 7, 14, 16, 27, 36
6	6	1	die	30	28	5	B	3, 6, 7, 10, 11, 30
5	5	1	deze	14	12	4	B	3, 4, 5, 6, 14
4	1	1	je	44	35	2	B	10, 13, 16, 44
4	4	1	met	34	19	1	A	24, 34, 37, 42
4	2	1	soort	10	26	1	A	0, 10, 16, 25
4	3	1	van	14	15	1	B	10, 14, 16, 24
4	4	1	zitten	15	17	1	B	9, 15, 24, 25
3	2	1	dan	16	18	1	B	6, 16, 23
2	2	1	we	42	13	1	A	30, 42
2	2	1	weer	35	31	1	B	5, 35

