Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	aan de linkerkant zijn	14	A	15, 28
2	4	een afgestompt driehoek bovenop	11	A	30, 40
2	4	en aan de onderkant	8	A	28, 35
4	3	en aan de	21	A	15, 16, 28, 35
3	3	aan de linkerkant	15	A	15, 28, 29
3	3	een afgestompt driehoek	12	A	29, 30, 40
2	3	aan de rechterkant	16	A	12, 27
2	3	twee rechthoekig uitsteeksel	16	A	12, 27
2	3	zijn er een	15	A	15, 29
3	2	een beetje	19	A	11, 16, 29
2	2	, dat	14	A	16, 29
2	2	bovenop een	5	A	25, 29
2	2	een een	22	A	14, 35
2	2	een soort	8	A	28, 35
2	2	en bovenop	5	A	25, 29
2	2	en een	2	A	29, 30
2	2	hebben hij	3	A	12, 14
2	2	ja een	21	A	16, 36
2	2	onderkant ook	20	A	16, 35
13	1	een	30	A	11, 14, 15, 16, 25, 28, 29, 30, 34, 35, 36, 39, 40
13	1	ja	27	A	16, 18, 26, 29, 30, 31, 32, 33, 36, 37, 38, 41, 42
10	1	de	32	A	11, 12, 14, 15, 16, 27, 28, 29, 35, 42
8	1	en	24	A	15, 16, 25, 28, 29, 30, 35, 38
7	1	aan	24	A	12, 15, 16, 27, 28, 29, 35
6	1	driehoek	29	A	14, 25, 29, 30, 40, 42
5	1	ik	8	A	10, 11, 14, 16, 17
4	1	hebben	18	A	10, 12, 14, 27
4	1	zijn	26	A	15, 28, 29, 40
3	1	dat	14	A	16, 28, 29
3	1	er	20	A	10, 15, 29
3	1	nummer	18	A	26, 39, 43
3	1	twee	19	A	12, 27, 30
3	1	één	20	A	10, 11, 29
2	1	boven	26	A	13, 38
2	1	het	19	A	11, 29
2	1	lijken	6	A	11, 16
2	1	niet	13	A	17, 29
2	1	op	4	A	11, 14
2	1	voor	24	A	11, 34

