Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	laten maar zeggen	15	A	7, 12, 21
2	3	aan de linkerzijde	17	A	8, 24
2	3	aan de rechterzijde	19	A	7, 25
2	3	ja een soort	5	A	9, 13
2	3	uit de muur	4	A	26, 29
5	2	een soort	13	A	7, 9, 12, 13, 19
4	2	maar zeggen	15	A	7, 9, 12, 21
3	2	zeggen maar	17	A	8, 12, 24
2	2	dan in	4	A	9, 12
2	2	dat zijn	17	A	7, 23
2	2	een cirkel	5	A	25, 29
2	2	een kaneelstaaf	22	A	8, 29
2	2	en dan	14	A	9, 22
2	2	iets wat	18	A	8, 25
2	2	ja dat	4	A	23, 26
2	2	met een	5	A	25, 29
2	2	rechts van	11	A	19, 29
11	1	ja	22	A	9, 12, 13, 14, 16, 19, 22, 23, 26, 27, 30
8	1	dat	20	A	7, 9, 10, 12, 19, 22, 23, 26
8	1	een	23	A	7, 8, 9, 12, 13, 19, 25, 29
7	1	en	22	A	8, 9, 12, 19, 22, 25, 29
6	1	soort	13	A	7, 9, 11, 12, 13, 19
6	1	zijn	18	A	7, 16, 18, 22, 23, 24
5	1	met	23	A	7, 19, 24, 25, 29
4	1	cirkel	23	A	7, 19, 25, 29
4	1	kaneelstaaf	22	A	8, 9, 24, 29
4	1	wat	19	A	8, 12, 25, 26
3	1	beker	23	A	7, 12, 29
3	1	die	13	A	12, 16, 24
3	1	het	12	A	18, 19, 29
3	1	iets	18	A	8, 9, 25
3	1	nummer	9	A	23, 28, 31
3	1	rechts	11	A	19, 22, 29
3	1	water	18	A	12, 26, 29
2	1	er	5	A	8, 12
2	1	ik	9	A	10, 18
2	1	in	4	A	9, 12
2	1	komen	15	A	12, 26
2	1	lopen	5	A	8, 12
2	1	naaldje	4	A	19, 22
2	1	zullen	3	A	10, 12

