Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	en aan de voorkant ook	12	B	9, 20
3	4	die steeds groot worden	25	B	6, 18, 30
2	4	dat steeds rond worden	13	B	19, 31
4	3	en aan de	14	B	8, 9, 20, 21
3	3	aan de rechterkant	25	B	6, 18, 30
2	3	en dan bovenop	12	B	8, 19
2	3	zo'n ding dat	13	B	19, 31
8	2	aan de	26	B	6, 8, 9, 18, 20, 21, 30, 31
3	2	en dan	23	B	8, 19, 30
3	2	ja ja	19	B	10, 17, 28
3	2	rond worden	23	B	9, 19, 31
2	2	bovenop zitten	3	B	6, 8
2	2	worden en	22	B	9, 30
8	1	ja	29	B	0, 1, 9, 10, 16, 17, 21, 28
4	1	ook	23	B	9, 20, 21, 31
3	1	dan	23	B	8, 19, 30
3	1	dat	13	B	19, 30, 31
3	1	die	25	B	6, 18, 30
3	1	ik	30	B	1, 18, 30
3	1	zitten	26	B	6, 8, 31
3	1	zo'n	24	B	8, 19, 31
2	1	hebben	24	B	7, 30
2	1	het	2	B	6, 7

