Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	en dan zitten	9	A	15, 23
2	3	en rechts zitten	16	A	15, 30
2	3	ik hebben hem	37	A	1, 37
2	3	zitten nog een	7	A	24, 30
3	2	en dan	22	A	2, 15, 23
3	2	nog een	16	A	15, 24, 30
3	2	zitten nog	8	A	23, 24, 30
2	2	aan de	11	A	28, 38
2	2	dat ander	5	A	38, 42
2	2	dat vierkant	15	A	28, 42
2	2	half dinge	5	A	24, 28
2	2	zijn een	2	A	16, 17
14	1	ja	40	A	0, 3, 15, 18, 19, 20, 23, 25, 29, 33, 34, 35, 37, 39
7	1	een	17	A	14, 15, 16, 17, 24, 28, 30
7	1	en	41	A	2, 15, 23, 28, 30, 38, 42
5	1	dinge	19	A	24, 28, 30, 38, 42
5	1	zitten	16	A	15, 23, 24, 28, 30
4	1	dan	27	A	2, 15, 23, 28
4	1	nog	16	A	15, 23, 24, 30
3	1	dat	15	A	28, 38, 42
3	1	er	29	A	14, 15, 42
3	1	vierkant	29	A	14, 28, 42
2	1	die	23	A	16, 38
2	1	komen	29	A	14, 42
2	1	liggen	11	A	18, 28
2	1	link	15	A	15, 29
2	1	met	13	A	30, 42
2	1	uit	29	A	14, 42
2	1	wat	25	A	18, 42

