Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	10	nu hebben ik die met dat dienblad en dat dakraam	6	B	30, 35
2	4	dat zijn bij mij	20	B	5, 24
3	3	die met dat	22	B	14, 30, 35
3	3	en dat dakraam	22	B	14, 30, 35
4	2	dat zijn	28	B	5, 9, 24, 32
3	2	met dat	22	B	14, 30, 35
2	2	ja die	15	B	18, 32
8	1	dat	31	B	5, 9, 14, 16, 24, 30, 32, 35
7	1	die	22	B	14, 16, 18, 22, 30, 32, 35
7	1	ja	28	B	5, 7, 8, 16, 18, 21, 32
6	1	zijn	28	B	5, 9, 14, 16, 24, 32
4	1	en	22	B	14, 22, 30, 35
4	1	met	30	B	6, 14, 30, 35
3	1	dienblad	30	B	6, 30, 35
3	1	het	9	B	15, 22, 23
3	1	ik	21	B	15, 30, 35
3	1	maar	3	B	15, 16, 17
2	1	L	5	B	5, 9
2	1	oké	6	B	9, 14
2	1	zo	11	B	6, 16
2	1	zo'n	10	B	6, 15

