Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
5	5	2	aan de	6	18	2	A	0, 1, 6, 13, 17
2	2	2	de bovenkant	16	17	1	A	0, 16
12	12	1	ja	5	25	1	A	2, 5, 7, 8, 9, 11, 14, 18, 20, 22, 23, 26
8	2	1	de	19	29	2	A	0, 1, 6, 13, 16, 17, 19, 28
6	6	1	een	6	18	2	A	0, 1, 6, 10, 16, 17
5	5	1	en	10	19	1	A	1, 10, 12, 17, 19
5	5	1	hebben	6	20	1	A	0, 6, 12, 16, 19
4	4	1	ik	6	20	1	A	0, 6, 12, 19
4	4	1	staaf	12	20	1	B	6, 12, 17, 25
3	3	1	bovenop	25	14	2	A	12, 19, 25
3	3	1	dat	19	18	1	B	6, 19, 23
3	3	1	die	24	24	2	A	1, 12, 24

