Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	aan de voorkant zeggen maar	14	B	0, 13
2	4	dat zijn bij mij	14	B	10, 23
2	4	en dan hebben je	13	B	1, 13
2	4	zeggen maar en dan	2	B	13, 14
3	3	aan de voorkant	21	B	0, 13, 20
2	3	aan de bovenkant	14	B	1, 14
2	3	bij mij zijn	10	B	10, 19
2	3	en dan zo'n	7	B	14, 20
2	3	zo'n soort van	7	B	14, 20
6	2	aan de	21	B	0, 1, 2, 13, 14, 20
5	2	en dan	20	B	1, 2, 13, 14, 20
4	2	zeggen maar	15	B	0, 1, 13, 14
2	2	met dat	8	B	13, 20
6	1	dat	23	B	1, 3, 10, 13, 20, 23
5	1	een	21	B	0, 1, 2, 13, 20
5	1	en	20	B	1, 2, 13, 14, 20
5	1	ja	14	B	8, 9, 18, 19, 21
4	1	zo'n	21	B	0, 13, 14, 20
3	1	die	8	B	13, 14, 20
3	1	hebben	14	B	0, 1, 13
3	1	met	21	B	0, 13, 20
3	1	weer	8	B	13, 14, 20
2	1	bowlingpin	20	B	1, 20
2	1	driehoekje	13	B	2, 14
2	1	er	13	B	2, 14
2	1	het	7	B	13, 19
2	1	ik	14	B	0, 13
2	1	nog	13	B	2, 14
2	1	nou	14	B	0, 13
2	1	recht	14	B	1, 14
2	1	steken	13	B	2, 14
2	1	uit	13	B	2, 14
2	1	één	13	B	1, 13

