Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	2	aan de	10	17	2	B	3, 4, 10, 19
3	3	2	dit zijn	27	7	1	A	25, 27, 31
19	19	1	ja	8	31	4	B	1, 3, 5, 6, 8, 10, 11, 13, 14, 15, 18, 20, 21, 23, 25, 26, 29, 30, 31
7	7	1	dan	9	29	2	B	2, 3, 9, 10, 11, 22, 30
7	3	1	de	15	25	2	B	3, 4, 10, 15, 17, 19, 27
7	7	1	een	11	15	5	B	1, 2, 3, 4, 6, 11, 15
7	7	1	met	11	28	1	B	4, 11, 19, 25, 26, 28, 31
7	4	1	zijn	15	21	1	A	11, 15, 22, 25, 27, 30, 31
6	6	1	die	25	30	4	B	2, 3, 4, 5, 25, 31
6	6	1	glijbaan	15	21	1	A	11, 15, 17, 25, 27, 31
5	5	1	dat	15	20	1	A	11, 15, 22, 26, 30
5	5	1	en	10	23	2	B	4, 5, 10, 11, 26
3	3	1	maar	11	9	2	B	3, 6, 11
3	3	1	staaf	10	8	2	B	3, 4, 10
2	2	1	bovenop	26	22	1	B	5, 26
2	2	1	iets	11	6	1	B	6, 11
2	2	1	nog	10	8	1	B	3, 10
2	2	1	twee	11	7	1	B	5, 11
2	2	1	zo'n	11	9	1	B	3, 11

