Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	ik hebben nu die	20	2	1	B	19, 20
5	5	2	of zo	4	20	2	B	0, 2, 4, 15, 19
4	4	2	dat zijn	9	17	1	B	0, 9, 10, 16
4	4	2	dit zijn	4	12	1	B	1, 4, 11, 12
4	4	2	met die	12	10	1	A	11, 12, 19, 20
3	3	2	en dat	8	11	1	B	2, 8, 12
2	2	2	hebben die	15	12	1	A	4, 15
15	15	1	ja	4	23	3	B	0, 1, 3, 4, 6, 7, 10, 12, 14, 15, 16, 17, 19, 21, 22
10	8	1	die	4	20	2	B	1, 2, 4, 10, 11, 12, 13, 15, 19, 20
9	2	1	dat	8	20	3	B	0, 1, 2, 8, 9, 10, 12, 16, 19
9	1	1	zijn	4	17	3	B	0, 1, 2, 4, 9, 10, 11, 12, 16
7	5	1	en	5	20	2	B	0, 2, 5, 8, 11, 12, 19
6	2	1	met	5	20	1	B	1, 5, 11, 12, 19, 20
6	2	1	of	5	20	2	B	0, 2, 4, 5, 15, 19
5	1	1	hebben	4	19	1	B	2, 4, 15, 19, 20
5	5	1	in	20	20	4	B	1, 2, 15, 19, 20
4	4	1	bij	9	21	1	B	0, 9, 18, 20
3	3	1	een	20	21	2	B	0, 2, 20
3	3	1	soort	4	5	2	B	0, 2, 4
3	3	1	zo'n	4	4	1	B	2, 4, 5
2	2	1	ding	8	7	1	B	2, 8
2	2	1	je	4	3	1	B	2, 4
2	2	1	uitsteeksel	5	5	1	B	1, 5
2	2	1	zeggen	4	3	1	B	2, 4

