Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	ja dat zijn	7	10	1	A	6, 7, 15
6	3	2	dat zijn	7	11	2	A	5, 6, 7, 11, 13, 15
3	3	2	en dan	8	23	1	B	1, 8, 23
2	2	2	ook nog	5	4	1	B	2, 5
2	2	2	uitsteeksel aan	20	21	1	B	0, 20
2	2	2	zitten er	5	5	1	B	1, 5
14	14	1	een	3	31	2	B	0, 1, 3, 8, 9, 10, 17, 19, 20, 21, 22, 23, 25, 30
11	5	1	dat	5	29	1	B	1, 5, 6, 7, 10, 11, 13, 15, 16, 25, 29
11	8	1	ja	4	32	1	B	2, 4, 6, 7, 8, 12, 15, 25, 30, 31, 33
11	5	1	zijn	10	26	2	A	5, 6, 7, 10, 11, 13, 14, 15, 17, 22, 30
9	9	1	de	8	35	2	B	0, 1, 8, 14, 16, 24, 28, 33, 34
8	6	1	zitten	17	31	1	B	1, 5, 17, 19, 20, 23, 24, 31
6	6	1	noemen	16	20	1	B	10, 16, 17, 18, 25, 29
6	4	1	ook	16	28	1	B	2, 5, 16, 18, 25, 29
5	4	1	en	8	23	1	B	1, 8, 19, 20, 23
5	3	1	er	17	20	1	B	1, 5, 17, 19, 20
4	1	1	dan	31	31	1	B	1, 8, 23, 31
4	4	1	met	10	26	1	A	8, 10, 17, 33
4	4	1	op	19	34	1	B	1, 19, 24, 34
3	1	1	aan	20	21	2	B	0, 1, 20
3	3	1	draaien	3	23	1	B	0, 3, 22
3	3	1	hebben	16	17	2	B	0, 1, 16
3	1	1	nog	5	5	2	B	1, 2, 5
3	1	1	uitsteeksel	9	21	1	B	0, 9, 20
2	2	1	beetje	16	17	1	B	0, 16
2	2	1	eronder	17	8	1	B	10, 17

