Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	aan de voorkant	7	A	20, 26
2	3	een bolle en	21	A	6, 26
2	3	en dat cirkelt	11	A	16, 26
3	2	aan de	7	A	20, 22, 26
2	2	een rond	15	A	6, 20
2	2	en aan	15	A	6, 20
2	2	en dan	7	A	20, 26
2	2	er in	7	A	20, 26
2	2	ja vijf	7	A	17, 23
2	2	met dat	11	A	16, 26
2	2	vierkant staaf	2	A	5, 6
7	1	ja	23	A	1, 10, 16, 17, 21, 22, 23
5	1	een	26	A	1, 5, 6, 20, 26
5	1	en	22	A	5, 6, 16, 20, 26
4	1	de	21	A	6, 20, 22, 26
4	1	met	11	A	16, 20, 22, 26
3	1	bolle	21	A	6, 20, 26
3	1	dat	11	A	16, 20, 26
3	1	die	7	A	20, 22, 26
3	1	er	26	A	1, 20, 26
3	1	rond	15	A	6, 16, 20
3	1	staaf	16	A	5, 6, 20

