Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	2	en de	28	13	1	A	16, 28
2	2	2	zijn die	24	13	1	A	12, 24
16	16	1	ja	7	30	1	A	0, 7, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 25, 26, 27, 29
9	8	1	en	13	25	3	B	4, 6, 8, 13, 16, 17, 22, 24, 28
8	7	1	zijn	12	27	2	B	3, 4, 12, 17, 19, 24, 28, 29
6	6	1	een	21	21	5	B	1, 3, 4, 5, 10, 21
5	5	1	bovenop	13	23	1	B	1, 13, 16, 22, 23
5	5	1	dat	17	16	1	A	13, 17, 19, 24, 28
5	3	1	die	12	26	1	B	4, 12, 13, 24, 29
5	5	1	rechts	16	21	2	B	3, 4, 16, 22, 23
4	4	1	link	16	18	1	B	6, 16, 22, 23
3	3	1	de	28	13	2	A	16, 23, 28
3	3	1	linksonder	16	15	1	B	8, 16, 22
3	3	1	soort	13	13	2	B	1, 4, 13
2	2	1	deze	12	12	1	B	1, 12

