Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	aan de rechterkant	23	A	2, 24
2	2	kubus die	23	A	2, 24
2	2	staan en	23	A	1, 23
6	1	die	28	A	1, 2, 3, 23, 24, 28
5	1	de	37	A	1, 2, 23, 24, 37
5	1	ja	28	A	0, 4, 5, 26, 27
4	1	zijn	38	A	0, 5, 24, 37
3	1	een	25	A	1, 5, 25
3	1	en	24	A	1, 23, 24
3	1	er	6	A	0, 1, 5
3	1	nog	24	A	2, 24, 25
2	1	eruit	21	A	3, 23
2	1	hebben	22	A	2, 23
2	1	link	23	A	1, 23
2	1	theekop	10	A	28, 37
2	1	twee	24	A	0, 23
2	1	van	23	A	2, 24
2	1	zes	2	A	29, 30
2	1	zeven	27	A	13, 39
2	1	één	23	A	1, 23

