Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	dit zijn die een met	5	A	14, 18
2	5	hebben die een soort van	3	A	4, 6
2	4	die erin slaan worden	3	A	12, 14
3	3	en aan de	3	A	4, 5, 6
2	3	dienblad en die	5	A	14, 18
2	3	een soort van	3	A	4, 6
2	3	soort van popnagel	7	A	6, 12
4	2	die een	15	A	4, 6, 14, 18
3	2	bij mij	19	A	3, 13, 21
2	2	lijken te	2	A	6, 7
2	2	raar neus	13	A	6, 18
7	1	die	18	A	4, 6, 11, 12, 14, 18, 21
6	1	ja	12	A	6, 7, 8, 10, 12, 17
5	1	een	15	A	4, 6, 7, 14, 18
4	1	zijn	16	A	3, 13, 14, 18
3	1	dienblad	15	A	4, 14, 18
3	1	dit	16	A	3, 14, 18
3	1	hebben	18	A	4, 6, 21
3	1	met	7	A	12, 14, 18
3	1	worden	9	A	6, 12, 14
2	1	dat	2	A	13, 14
2	1	het	16	A	3, 18
2	1	komen	12	A	7, 18
2	1	of	15	A	7, 21
2	1	staan	11	A	11, 21
2	1	waar	6	A	6, 11

