Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	9	twee van die ding aan de zijkant en één	3	B	12, 14
2	6	ik hebben die heel compact met	7	B	14, 20
3	4	ding aan de zijkant	15	B	0, 12, 14
2	3	dat zijn E	4	B	13, 16
5	2	aan de	21	B	0, 1, 12, 14, 20
3	2	dat zijn	14	B	13, 16, 26
2	2	de bovenkant	7	B	14, 20
2	2	hij hebben	2	B	0, 1
5	1	de	21	B	0, 1, 12, 14, 20
5	1	die	20	B	2, 12, 14, 20, 21
5	1	en	22	B	0, 1, 12, 14, 21
5	1	ja	25	B	2, 12, 15, 25, 26
5	1	zijn	27	B	0, 2, 13, 16, 26
4	1	twee	22	B	0, 12, 14, 21
4	1	zo	21	B	1, 12, 14, 21
3	1	balk	21	B	0, 14, 20
3	1	heel	19	B	2, 14, 20
2	1	een	2	B	0, 1
2	1	klein	22	B	0, 21
2	1	oké	14	B	0, 13

