Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	twee van die	18	19	2	A	0, 14, 18
2	2	3	aan de achterkant	3	3	1	A	1, 3
2	2	3	aan de zijkant	25	26	1	A	0, 25
2	2	3	een soort van	3	4	1	A	0, 3
3	1	2	van die	18	19	2	A	0, 14, 18
2	2	2	dat zijn	15	13	1	B	3, 15
2	2	2	twee uitstekend	7	2	1	B	6, 7
9	9	1	ja	3	24	1	A	0, 3, 4, 5, 6, 9, 13, 21, 23
8	6	1	zijn	3	16	2	A	0, 2, 3, 4, 5, 7, 12, 15
7	5	1	die	6	19	2	A	0, 4, 6, 7, 10, 14, 18
7	2	1	twee	6	26	2	A	0, 4, 6, 7, 14, 18, 25
6	4	1	dat	4	16	1	B	3, 4, 6, 12, 15, 18
5	2	1	aan	3	26	2	A	0, 1, 3, 18, 25
5	5	1	en	6	19	1	A	0, 6, 13, 14, 18
4	1	1	de	3	26	2	A	0, 1, 3, 25
4	3	1	een	3	20	2	A	0, 1, 3, 19
4	4	1	wat	7	7	1	B	6, 7, 11, 12
3	3	1	deze	19	14	2	B	6, 18, 19
3	3	1	even	22	15	1	B	10, 22, 24
3	3	1	het	6	7	2	A	0, 5, 6
3	3	1	waar	3	11	1	A	0, 3, 10
3	3	1	weer	11	15	1	B	6, 11, 20
2	2	1	er	6	7	1	A	0, 6
2	2	1	je	19	14	1	B	6, 19
2	2	1	kunnen	23	18	1	B	6, 23

