Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	4	ding aan de rechterkant	50	10	2	B	41, 49, 50
6	6	3	aan de linkerkant	26	49	2	A	12, 15, 26, 49, 52, 60
5	2	3	aan de rechterkant	27	29	1	B	22, 27, 41, 49, 50
5	2	3	ding aan de	41	53	1	A	8, 41, 49, 50, 60
2	2	3	een soort van	15	15	1	B	1, 15
2	2	3	en aan de	27	23	1	B	5, 27
2	2	3	en dan bovenop	30	3	1	B	28, 30
14	4	2	aan de	7	56	1	B	5, 7, 8, 12, 15, 22, 26, 27, 41, 42, 49, 50, 52, 60
7	7	2	ja ja	19	40	3	A	9, 13, 16, 19, 34, 35, 48
5	3	2	en dan	22	35	1	A	15, 22, 28, 30, 49
4	2	2	soort van	15	21	2	B	1, 6, 15, 21
2	2	2	bovenop zitten	30	27	1	B	4, 30
2	2	2	denken ik	55	41	1	A	15, 55
2	1	2	een soort	15	15	1	B	1, 15
2	2	2	en die	50	25	1	B	26, 50
2	2	2	hebben je	20	6	1	A	15, 20
2	2	2	heel klein	27	6	1	B	22, 27
2	2	2	het kop	32	32	1	B	1, 32
2	2	2	het zijn	30	30	1	B	1, 30
2	2	2	ja een	29	21	1	A	9, 29
2	2	2	ja en	26	12	1	A	15, 26
2	2	2	ja zo'n	24	19	1	B	6, 24
2	2	2	zijn die	37	5	1	A	33, 37
24	14	1	ja	9	53	1	B	6, 9, 13, 15, 16, 19, 24, 26, 29, 33, 34, 35, 38, 42, 43, 44, 46, 48, 50, 51, 52, 54, 57, 58
15	1	1	aan	20	56	1	B	5, 7, 8, 12, 15, 20, 22, 26, 27, 41, 42, 49, 50, 52, 60
15	1	1	de	7	58	2	B	3, 5, 7, 8, 12, 15, 22, 26, 27, 41, 42, 49, 50, 52, 60
13	10	1	zijn	15	60	2	B	1, 2, 15, 17, 24, 30, 33, 37, 47, 48, 50, 59, 60
12	4	1	en	15	60	2	B	2, 5, 15, 22, 26, 27, 28, 30, 49, 50, 60, 61
11	8	1	die	23	41	1	A	10, 23, 26, 27, 31, 33, 35, 37, 39, 49, 50
11	8	1	een	8	41	3	B	1, 2, 4, 8, 9, 15, 20, 23, 27, 29, 41
10	10	1	dat	15	56	1	B	6, 15, 17, 47, 48, 49, 50, 59, 60, 61
9	7	1	het	15	50	2	B	1, 2, 15, 23, 25, 26, 30, 32, 50
8	3	1	dan	32	42	1	A	15, 22, 28, 30, 32, 43, 49, 56
7	4	1	bovenop	10	28	1	B	4, 10, 18, 20, 28, 30, 31
7	2	1	ding	29	53	1	A	8, 29, 39, 41, 49, 50, 60
7	6	1	ik	36	41	1	A	15, 36, 40, 43, 44, 53, 55
6	4	1	je	20	48	2	A	8, 15, 20, 41, 43, 55
6	4	1	zitten	10	56	2	B	1, 4, 10, 11, 30, 56
6	5	1	zo'n	24	25	2	B	6, 21, 24, 27, 28, 30
5	5	1	balk	24	44	1	B	18, 24, 30, 50, 61
5	1	1	van	15	21	3	B	1, 2, 6, 15, 21
4	3	1	klein	27	31	2	B	2, 22, 27, 32
4	4	1	of	20	41	1	A	11, 20, 22, 51
3	1	1	hebben	40	26	1	A	15, 20, 40
3	1	1	kop	31	32	1	B	1, 31, 32
3	3	1	plat	7	17	1	B	4, 7, 20
3	3	1	rechthoekig	24	21	2	B	4, 20, 24
3	3	1	zeggen	41	46	1	A	8, 41, 53
2	2	1	even	47	5	1	B	43, 47
2	1	1	heel	27	6	1	B	22, 27
2	2	1	net	32	32	1	B	1, 32
2	2	1	nou	24	3	1	B	22, 24
2	2	1	zoeken	47	12	1	B	36, 47

