Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	4	en aan de zijkant	32	B	19, 31, 50
2	4	aan de ander kant	7	B	44, 50
3	3	en aan de	32	B	19, 31, 50
2	2	die blok	7	B	44, 50
2	2	die druppel	7	B	44, 50
2	2	even kijken	24	B	14, 37
2	2	hier en	7	B	38, 44
2	2	met die	7	B	38, 44
2	2	zeggen maar	12	B	19, 30
8	1	ja	32	B	16, 19, 20, 32, 38, 39, 45, 47
5	1	en	32	B	19, 31, 38, 44, 50
4	1	die	36	B	15, 38, 44, 50
4	1	even	36	B	11, 14, 37, 46
4	1	oké	22	B	9, 16, 17, 30
3	1	hebben	18	B	13, 15, 30
3	1	kant	39	B	12, 44, 50
3	1	kijken	29	B	9, 14, 37
2	1	beschrijven	4	B	10, 13
2	1	dan	26	B	19, 44
2	1	dat	7	B	13, 19
2	1	druppel	7	B	44, 50
2	1	hier	7	B	38, 44
2	1	veel	21	B	10, 30
2	1	waterdruppel	2	B	30, 31
2	1	zijn	5	B	15, 19
2	1	zo'n	12	B	19, 30

