Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	schijf aan de voorkant	16	B	8, 23
3	3	aan de achterkant	20	B	10, 23, 29
2	3	een soort van	2	B	8, 9
2	3	op zijn onderzetter	7	B	22, 28
2	2	deze zijn	16	B	7, 22
2	2	een een	4	B	8, 11
2	2	zijn wel	18	B	5, 22
6	1	zijn	24	B	5, 6, 7, 10, 22, 28
5	1	deze	24	B	5, 6, 7, 22, 28
5	1	ja	19	B	8, 11, 13, 18, 26
4	1	een	7	B	5, 8, 9, 11
4	1	en	20	B	10, 11, 23, 29
3	1	onderzetter	24	B	5, 22, 28
3	1	op	24	B	5, 22, 28
3	1	wel	24	B	5, 22, 28
2	1	dan	10	B	10, 19
2	1	dat	5	B	6, 10
2	1	die	6	B	5, 10
2	1	er	2	B	7, 8
2	1	het	7	B	5, 11
2	1	ook	2	B	10, 11
2	1	staan	18	B	5, 22

