Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	3	aan de linkerkant	21	15	3	A	7, 12, 19, 21
4	2	2	aan de	21	15	3	A	7, 12, 19, 21
3	3	2	en die	16	10	2	A	7, 12, 16
2	2	2	aan die	17	6	1	A	12, 17
2	2	2	dat zijn	11	8	1	A	4, 11
10	8	1	zijn	5	18	1	A	4, 5, 6, 11, 12, 16, 17, 19, 20, 21
8	8	1	met	7	18	2	B	5, 6, 7, 12, 13, 15, 19, 22
7	6	1	en	7	16	1	B	6, 7, 12, 16, 17, 19, 21
6	6	1	antenne	7	16	1	B	6, 7, 12, 17, 19, 21
6	4	1	dat	11	16	2	A	4, 7, 11, 12, 13, 19
6	6	1	ja	10	16	3	A	0, 1, 3, 10, 13, 15
6	6	1	twee	7	16	1	B	6, 7, 12, 17, 19, 21
5	3	1	die	16	13	2	A	7, 12, 16, 17, 19
2	2	1	hebben	15	9	1	A	7, 15

