Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	daar zitten een soort	14	10	1	B	5, 14
3	3	3	een soort van	14	13	2	B	2, 9, 14
4	4	2	dat zijn	16	23	1	B	9, 16, 26, 31
4	4	2	de tafel	29	23	1	A	14, 29, 33, 36
4	4	2	met de	33	21	1	B	17, 33, 36, 37
4	1	2	soort van	14	15	3	B	0, 2, 9, 14
2	2	2	even kijken	21	18	1	B	4, 21
14	14	1	ja	12	35	4	B	0, 4, 8, 10, 12, 13, 15, 20, 23, 24, 26, 28, 30, 34
12	7	1	de	14	38	3	B	0, 3, 9, 14, 17, 19, 22, 24, 29, 33, 36, 37
8	8	1	en	14	33	4	B	2, 3, 5, 6, 14, 18, 24, 34
8	4	1	zijn	17	28	1	B	9, 16, 17, 22, 26, 31, 33, 36
7	4	1	een	14	15	6	B	0, 1, 2, 3, 5, 9, 14
7	3	1	tafel	14	37	1	B	0, 14, 17, 22, 29, 33, 36
6	6	1	het	22	33	3	B	1, 8, 17, 22, 24, 33
4	1	1	dat	16	23	1	B	9, 16, 26, 31
4	1	1	met	33	21	1	B	17, 33, 36, 37
4	2	1	zitten	14	22	2	B	1, 5, 14, 22
3	1	1	daar	14	10	2	B	5, 6, 14
3	3	1	er	22	22	2	B	1, 9, 22
3	1	1	even	30	27	1	B	4, 21, 30
2	2	1	aan	24	24	1	B	1, 24
2	2	1	staan	30	29	1	B	2, 30

