Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	ja ja ja	19	7	1	A	13, 19
2	2	2	aan de	23	5	1	B	19, 23
2	2	2	en met	22	20	1	A	3, 22
10	8	1	ja	17	32	5	A	4, 7, 8, 13, 16, 17, 19, 20, 26, 35
7	7	1	die	22	37	2	A	1, 14, 22, 25, 30, 31, 37
7	5	1	en	19	36	3	A	2, 3, 5, 19, 22, 30, 37
5	5	1	ik	22	32	3	A	0, 6, 16, 22, 31
4	4	1	helikopterplatform	23	19	1	B	19, 23, 30, 37
3	1	1	de	37	19	1	B	19, 23, 37
3	3	1	hebben	22	22	2	A	1, 2, 22
3	3	1	oké	22	19	1	A	10, 22, 28
3	3	1	veel	19	14	2	A	6, 16, 19
2	2	1	A	34	3	1	A	32, 34
2	1	1	met	22	20	1	A	3, 22
2	2	1	zo'n	19	18	1	A	2, 19

