Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	en een antenne	2	13	1	B	1, 2, 13
2	2	3	aan de linkerkant	24	10	1	A	15, 24
2	2	3	aan die kant	18	6	1	B	13, 18
2	2	3	en aan de	24	8	1	A	17, 24
4	1	2	aan de	25	11	2	A	15, 17, 24, 25
4	1	2	een antenne	24	24	1	B	1, 2, 13, 24
3	1	2	de linkerkant	24	10	2	A	15, 17, 24
3	1	2	die kant	17	6	1	B	13, 17, 18
2	2	2	dat zijn	17	9	1	B	9, 17
2	2	2	een vierkant	18	8	1	B	11, 18
2	2	2	ja een	18	8	1	B	11, 18
11	9	1	ja	8	28	2	A	4, 6, 8, 11, 18, 19, 20, 21, 27, 30, 31
10	8	1	zijn	17	26	5	B	0, 1, 9, 12, 13, 17, 18, 23, 24, 25
8	4	1	een	2	25	2	B	0, 1, 2, 4, 11, 13, 18, 24
7	4	1	en	2	26	1	B	1, 2, 12, 13, 17, 24, 26
6	4	1	die	14	7	2	B	12, 13, 14, 15, 17, 18
6	6	1	met	15	29	3	B	0, 1, 11, 15, 25, 28
6	6	1	op	17	25	4	B	0, 1, 12, 13, 17, 24
5	5	1	twee	26	31	3	B	1, 13, 24, 26, 31
4	4	1	spijker	24	25	2	A	2, 16, 24, 26
4	4	1	voor	7	22	1	B	1, 7, 17, 22
2	2	1	hem	17	6	1	B	12, 17
2	2	1	zo'n	28	27	1	A	2, 28

