Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	3	balk op zijn	69	45	1	B	28, 69, 72
3	3	3	en aan de	10	27	1	B	4, 10, 30
3	3	3	op zijn hoofd	71	8	2	A	64, 69, 71
6	3	2	aan de	4	51	1	A	2, 4, 10, 30, 48, 52
5	5	2	met dat	52	62	2	A	2, 49, 52, 58, 63
5	5	2	met die	52	26	1	A	47, 52, 57, 71, 72
4	1	2	balk op	69	45	2	B	28, 35, 69, 72
4	4	2	een balk	13	26	1	A	10, 13, 28, 35
3	3	2	die balk	47	14	1	B	45, 47, 58
3	3	2	die ja	71	64	2	A	8, 50, 71
3	3	2	ja die	45	43	1	A	8, 45, 50
2	2	2	die hebben	30	23	1	A	8, 30
2	2	2	die vierkant	57	56	1	A	2, 57
2	2	2	een beetje	10	10	1	B	1, 10
2	2	2	even kijken	74	19	1	A	56, 74
2	2	2	hebben ik	8	8	1	B	1, 8
2	2	2	het zijn	10	10	1	B	1, 10
2	2	2	ik zeggen	48	48	1	B	1, 48
2	2	2	vierkant balk	71	70	1	A	2, 71
2	2	2	waar die	74	28	1	A	47, 74
2	2	2	weten ik	21	14	1	A	8, 21
32	30	1	ja	6	73	1	B	1, 6, 8, 9, 10, 12, 13, 16, 17, 18, 19, 29, 30, 33, 34, 37, 40, 44, 45, 49, 50, 51, 53, 55, 59, 60, 64, 65, 66, 69, 71, 73
21	11	1	die	2	74	1	B	1, 2, 3, 8, 10, 23, 29, 30, 31, 32, 45, 47, 48, 50, 52, 57, 58, 61, 71, 72, 74
16	12	1	dat	2	75	1	B	1, 2, 7, 9, 23, 48, 49, 52, 53, 58, 60, 61, 63, 68, 72, 75
16	11	1	zijn	2	75	1	B	1, 2, 10, 12, 23, 28, 45, 53, 57, 64, 68, 69, 71, 72, 74, 75
14	5	1	met	2	72	1	B	1, 2, 4, 29, 32, 47, 49, 52, 57, 58, 61, 63, 71, 72
12	10	1	hebben	8	45	2	B	1, 3, 8, 9, 23, 26, 28, 29, 30, 31, 32, 45
11	10	1	een	10	35	2	B	1, 4, 10, 13, 26, 28, 29, 30, 31, 32, 35
10	7	1	en	10	62	3	B	3, 4, 9, 10, 23, 29, 30, 32, 48, 64
10	7	1	ik	2	48	1	B	1, 2, 7, 8, 20, 21, 23, 30, 41, 48
10	4	1	op	10	72	2	B	1, 7, 10, 28, 35, 41, 64, 69, 71, 72
8	2	1	de	41	51	1	A	2, 4, 10, 30, 41, 45, 48, 52
7	7	1	maar	48	57	5	B	1, 9, 13, 23, 37, 48, 57
6	6	1	dan	8	56	1	B	3, 8, 12, 23, 29, 58
6	4	1	het	12	61	1	B	1, 10, 12, 23, 41, 61
6	6	1	je	9	65	1	A	8, 9, 26, 39, 62, 72
6	6	1	wel	25	71	1	A	2, 25, 26, 34, 45, 72
6	5	1	zeggen	48	57	4	B	1, 9, 13, 37, 48, 57
5	5	1	ding	49	49	1	B	15, 49, 60, 61, 63
5	5	1	erop	49	56	3	B	3, 11, 13, 49, 58
5	5	1	liggen	13	38	1	A	10, 13, 35, 39, 47
5	5	1	niet	48	42	4	B	7, 21, 24, 41, 48
4	1	1	vierkant	9	70	1	A	2, 9, 57, 71
4	2	1	weten	21	71	2	A	2, 8, 21, 72
3	1	1	beetje	61	61	1	B	1, 10, 61
3	3	1	gewoon	34	25	2	A	10, 12, 34
3	1	1	kijken	56	36	1	B	39, 56, 74
3	3	1	van	48	15	1	B	38, 48, 52
2	2	1	dezelfde	23	12	1	A	12, 23
2	2	1	hoe	48	10	1	B	39, 48
2	2	1	nee	42	31	1	A	12, 42
2	2	1	of	48	25	1	B	24, 48
2	2	1	wat	63	30	1	B	34, 63
2	2	1	zitten	10	2	1	B	9, 10

