Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	ja even kijken waar die	21	16	1	A	6, 21
2	2	3	en dan een	12	11	1	A	2, 12
2	2	3	ja dat zijn	22	17	1	A	6, 22
5	3	2	dat zijn	6	19	1	B	5, 6, 17, 22, 23
3	3	2	dit zijn	18	12	2	A	7, 13, 18
3	1	2	en dan	23	22	1	A	2, 12, 23
2	2	2	door het	24	23	1	A	2, 24
2	2	2	zijn met	23	11	1	A	13, 23
9	1	1	zijn	21	19	1	B	5, 6, 7, 13, 17, 18, 21, 22, 23
7	4	1	ja	3	21	1	A	2, 3, 6, 14, 20, 21, 22
7	6	1	met	10	22	2	A	2, 7, 10, 11, 13, 18, 23
6	6	1	de	10	17	3	A	2, 7, 8, 10, 13, 18
6	3	1	en	16	23	1	A	2, 12, 16, 19, 23, 24
5	3	1	die	18	23	2	A	1, 6, 18, 21, 23
4	2	1	een	10	11	1	A	2, 10, 11, 12
4	3	1	het	18	23	1	A	2, 18, 19, 24
3	3	1	erdoorheen	18	17	1	A	7, 18, 23
2	2	1	ik	4	4	1	A	1, 4
2	2	1	mij	5	5	1	A	1, 5

