Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	5	half rond aan de achterkant	16	B	5, 16, 20
4	4	half rond aan de	19	B	2, 5, 16, 20
2	3	dat kop met	5	B	16, 20
2	3	dat zijn C	3	B	19, 21
2	3	ja dit zijn	5	B	16, 20
6	2	aan de	20	B	1, 2, 3, 5, 16, 20
3	2	dat zijn	11	B	11, 19, 21
2	2	een steel	3	B	1, 3
2	2	ja er	5	B	1, 5
2	2	soort van	5	B	1, 5
2	2	zijn een	5	B	1, 5
2	2	zitten een	3	B	1, 3
8	1	ja	20	B	1, 3, 4, 5, 10, 16, 19, 20
8	1	zijn	21	B	1, 2, 5, 11, 16, 19, 20, 21
6	1	de	20	B	1, 2, 3, 5, 16, 20
5	1	dat	11	B	11, 16, 19, 20, 21
4	1	een	5	B	1, 2, 3, 5
3	1	er	16	B	1, 5, 16
3	1	kop	20	B	1, 16, 20
3	1	lepeltje	16	B	1, 5, 16
2	1	en	5	B	1, 5
2	1	het	2	B	1, 2
2	1	ik	4	B	2, 5
2	1	in	16	B	1, 16
2	1	met	5	B	16, 20
2	1	ok	12	B	0, 11

