Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	dat zijn nummer elf	3	A	35, 37
3	3	dat zijn nummer	9	A	35, 37, 43
2	3	die ruit en	14	A	12, 25
2	3	twee van die	6	A	4, 9
4	2	dat zijn	30	A	14, 35, 37, 43
4	2	die ruit	30	A	12, 23, 25, 41
3	2	die blok	30	A	12, 24, 41
3	2	hebben die	39	A	3, 25, 41
3	2	met die	19	A	23, 24, 41
3	2	van die	9	A	4, 9, 12
2	2	die er	13	A	12, 24
2	2	en dan	9	A	4, 12
2	2	er ook	24	A	12, 35
2	2	ik hebben	19	A	23, 41
2	2	met met	33	A	3, 35
2	2	weer dat	26	A	0, 25
2	2	weer die	2	A	23, 24
2	2	zo'n zo'n	33	A	3, 35
11	1	ja	35	A	8, 10, 11, 13, 26, 27, 28, 33, 34, 36, 42
9	1	die	39	A	3, 4, 8, 9, 12, 23, 24, 25, 41
8	1	dat	44	A	0, 8, 9, 14, 25, 35, 37, 43
7	1	zijn	41	A	3, 14, 23, 33, 35, 37, 43
6	1	en	25	A	1, 3, 4, 8, 12, 25
6	1	hebben	42	A	0, 3, 12, 23, 25, 41
6	1	met	39	A	3, 9, 23, 24, 35, 41
5	1	ruit	39	A	3, 12, 23, 25, 41
5	1	weer	36	A	0, 23, 24, 25, 35
4	1	er	35	A	1, 12, 24, 35
4	1	ook	33	A	3, 4, 12, 35
3	1	ik	19	A	23, 33, 41
3	1	oké	44	A	0, 13, 43
3	1	zo'n	33	A	3, 12, 35
2	1	aan	22	A	12, 33
2	1	het	31	A	3, 33
2	1	op	15	A	9, 23
2	1	zitten	22	A	12, 33
2	1	zo	23	A	2, 24

