Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	ja ja ja	9	B	24, 32
2	2	dat zijn	12	B	25, 36
2	2	die plantenbak	8	B	30, 37
2	2	dit zijn	31	B	7, 37
2	2	er een	15	B	7, 21
2	2	even kijken	19	B	17, 35
2	2	het zijn	2	B	20, 21
10	1	ja	35	B	6, 9, 10, 18, 24, 30, 31, 32, 37, 40
5	1	die	18	B	20, 22, 30, 35, 37
4	1	dat	16	B	21, 25, 30, 36
4	1	een	17	B	7, 8, 21, 23
4	1	er	24	B	7, 18, 21, 30
4	1	het	16	B	7, 20, 21, 22
3	1	ah	19	B	22, 36, 40
3	1	ik	17	B	19, 22, 35
3	1	plantenbak	8	B	30, 34, 37
2	1	bloempot	23	B	16, 38
2	1	de	32	B	7, 38
2	1	met	23	B	8, 30
2	1	staan	18	B	18, 35

