Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
5	5	2	aan de	16	33	1	B	1, 16, 19, 23, 33
2	2	2	dat zijn	21	11	1	B	11, 21
2	2	2	en twee	26	4	1	A	23, 26
2	2	2	er zitten	14	14	1	B	1, 14
9	9	1	ja	5	29	2	B	0, 3, 5, 7, 8, 10, 14, 20, 28
8	6	1	zijn	15	27	4	B	1, 2, 11, 13, 15, 21, 23, 27
7	7	1	een	9	24	1	B	2, 9, 12, 15, 19, 23, 25
6	1	1	de	16	33	2	B	1, 13, 16, 19, 23, 33
5	3	1	twee	17	21	1	B	13, 17, 23, 26, 33
4	4	1	door	23	32	1	B	2, 23, 25, 33
4	3	1	en	19	14	1	B	13, 19, 23, 26
4	4	1	kop	15	27	1	B	1, 15, 25, 27
4	4	1	plateau	23	32	2	B	2, 12, 23, 33
3	1	1	er	15	15	1	B	1, 14, 15
3	3	1	met	23	12	2	B	12, 13, 23
3	1	1	zitten	29	29	1	B	1, 14, 29
2	2	1	heen	33	22	1	B	12, 33

