Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	2	en een	13	B	6, 17, 18
2	2	dat zijn	16	B	16, 31
2	2	de zuignap	4	B	27, 30
2	2	die een	9	B	16, 24
2	2	een driehoekig	6	B	12, 17
2	2	een een	2	B	5, 6
2	2	ja ja	16	B	8, 23
2	2	met de	12	B	16, 27
2	2	met een	8	B	5, 12
2	2	rond neus	11	B	6, 16
2	2	zonder zuignap	7	B	24, 30
2	2	zuignap maar	4	B	24, 27
9	1	ja	22	B	7, 8, 11, 13, 19, 23, 25, 27, 28
4	1	de	15	B	16, 17, 27, 30
4	1	en	25	B	6, 17, 18, 30
3	1	die	12	B	16, 24, 27
3	1	oké	27	B	5, 30, 31
3	1	zijn	27	B	5, 16, 31
2	1	lijken	20	B	5, 24
2	1	niet	4	B	24, 27

