Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	door de tafel	9	A	11, 19
2	3	hebben zo'n arm	9	A	5, 13
2	3	zo'n arm en	7	A	13, 19
5	2	zo'n arm	22	A	5, 13, 19, 24, 26
3	2	en een	22	A	6, 20, 27
2	2	dat zijn	11	A	15, 25
2	2	door de	9	A	11, 19
2	2	ja en	11	A	14, 24
2	2	zijn nummer	9	A	7, 15
9	1	en	23	A	5, 6, 13, 14, 19, 20, 24, 26, 27
6	1	zo'n	22	A	5, 13, 14, 19, 24, 26
5	1	een	22	A	6, 7, 20, 26, 27
5	1	zijn	20	A	7, 11, 15, 25, 26
4	1	ja	23	A	4, 14, 24, 26
4	1	twee	24	A	3, 13, 19, 26
3	1	ding	14	A	13, 19, 26
3	1	half	16	A	11, 19, 26
3	1	hier	17	A	3, 4, 19
3	1	neus	15	A	6, 14, 20
3	1	zo	22	A	5, 11, 26
2	1	deze	9	A	11, 19
2	1	die	13	A	14, 26
2	1	met	8	A	19, 26
2	1	okee	9	A	7, 15
2	1	van	9	A	19, 27

