Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	dat vierkant	12	B	10, 21
2	2	een pijpje	14	B	8, 21
2	2	soort van	2	B	0, 1
2	2	twee staaf	11	B	12, 22
6	1	en	21	B	1, 2, 8, 10, 12, 21
4	1	een	22	B	0, 8, 10, 21
4	1	ja	9	B	9, 10, 16, 17
4	1	pijpje	21	B	1, 8, 10, 21
3	1	die	11	B	0, 2, 10
3	1	twee	21	B	2, 12, 22
3	1	vierkant	22	B	0, 10, 21
3	1	zijn	10	B	1, 2, 10
2	1	bovenop	21	B	2, 22
2	1	dat	12	B	10, 21
2	1	de	22	B	0, 21
2	1	deze	12	B	10, 21
2	1	door	11	B	0, 10
2	1	emmer	11	B	0, 10
2	1	er	12	B	10, 21
2	1	roken	3	B	8, 10
2	1	van	2	B	0, 1

