Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	4	ja dat zijn nummer	24	23	2	A	2, 18, 24
4	1	3	ja dat zijn	34	33	2	A	2, 18, 24, 34
5	1	2	dat zijn	16	33	1	A	2, 16, 18, 24, 34
5	1	2	ja dat	21	33	2	A	2, 18, 21, 24, 34
2	2	2	zeggen maar	9	6	1	A	4, 9
19	14	1	ja	3	35	2	A	0, 2, 3, 4, 6, 7, 11, 13, 14, 15, 18, 21, 22, 24, 29, 30, 31, 33, 34
13	13	1	en	4	30	1	B	3, 4, 5, 8, 9, 10, 17, 21, 23, 25, 28, 29, 32
11	11	1	een	4	29	2	B	1, 3, 4, 9, 10, 19, 20, 21, 27, 28, 29
9	4	1	dat	16	33	3	A	2, 4, 5, 16, 18, 21, 24, 29, 34
8	8	1	de	23	32	6	B	1, 9, 10, 19, 20, 21, 23, 32
7	7	1	het	19	29	3	A	4, 5, 17, 19, 23, 25, 32
7	2	1	zijn	16	33	2	A	2, 4, 16, 18, 19, 24, 34
6	6	1	in	4	23	1	B	1, 4, 8, 9, 10, 23
5	5	1	met	23	32	2	B	1, 3, 23, 27, 32
5	2	1	nummer	16	25	1	A	2, 16, 18, 24, 26
2	2	1	die	9	6	1	A	4, 9
2	2	1	ding	8	4	1	A	5, 8
2	2	1	er	8	5	1	A	4, 8
2	2	1	waar	34	31	1	A	4, 34
2	1	1	zeggen	9	6	1	A	4, 9

