Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	2	dat zijn	25	12	1	A	14, 25
2	2	2	en dan	10	5	1	A	6, 10
2	2	2	met die	27	8	1	A	20, 27
15	15	1	ja	7	30	2	A	4, 6, 7, 11, 14, 16, 17, 18, 19, 21, 25, 26, 28, 30, 33
10	10	1	die	20	28	5	B	5, 10, 15, 16, 17, 20, 24, 27, 31, 32
8	8	1	een	7	29	4	A	1, 2, 3, 4, 7, 15, 27, 29
7	7	1	twee	20	28	4	B	5, 10, 15, 17, 20, 27, 32
7	5	1	zijn	15	27	2	A	1, 14, 15, 17, 18, 25, 27
6	4	1	dat	25	29	3	A	3, 14, 20, 25, 29, 31
6	6	1	met	15	30	2	A	2, 4, 15, 20, 27, 31
5	5	1	de	15	36	1	A	1, 15, 27, 28, 36
5	3	1	en	6	28	1	B	5, 6, 10, 18, 32
5	5	1	oké	12	31	1	A	0, 12, 24, 25, 30
4	4	1	het	18	30	2	A	1, 3, 18, 30
4	4	1	ik	30	24	2	A	8, 20, 30, 31
4	4	1	van	5	4	3	A	2, 3, 4, 5
3	3	1	bovenop	31	27	2	B	5, 7, 31
3	3	1	op	18	18	2	A	1, 3, 18
2	2	1	boven	15	13	1	A	3, 15
2	2	1	ding	5	3	1	A	3, 5
2	2	1	maar	24	22	1	A	3, 24

