Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	stok aan de bovenkant uit	12	A	20, 31
2	4	dat zijn hier nummer	16	A	1, 16
2	4	dit zijn de mok	13	A	19, 31
3	3	aan de bovenkant	23	A	9, 20, 31
3	3	dit zijn de	23	A	9, 19, 31
2	3	aan de onderkant	14	A	19, 32
2	3	aan de voorkant	13	A	21, 33
2	2	uit komen	3	A	31, 33
7	1	aan	25	A	9, 19, 20, 21, 31, 32, 33
5	1	ja	24	A	0, 11, 12, 15, 23
5	1	zijn	31	A	1, 9, 16, 19, 31
4	1	een	24	A	10, 19, 21, 33
4	1	komen	14	A	20, 21, 31, 33
4	1	uit	14	A	20, 21, 31, 33
3	1	en	14	A	20, 21, 33
3	1	er	22	A	10, 20, 31
3	1	nummer	24	A	1, 16, 24
3	1	twee	23	A	9, 20, 31
2	1	link	13	A	21, 33
2	1	plateau	14	A	19, 32
2	1	rond	13	A	21, 33
2	1	vierkant	23	A	10, 32
2	1	zitten	23	A	10, 32
2	1	zo'n	2	A	32, 33

