Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	de plaat die	17	A	10, 26
2	3	van het beker	17	A	10, 26
3	2	dit zijn	25	A	10, 26, 34
3	2	een soort	26	A	1, 2, 26
3	2	het beker	25	A	10, 26, 34
2	2	aan de	26	A	1, 26
2	2	met het	9	A	26, 34
2	2	zijn het	32	A	3, 34
6	1	ja	31	A	3, 12, 22, 26, 28, 33
5	1	zijn	32	A	3, 10, 23, 26, 34
4	1	de	27	A	1, 10, 26, 27
3	1	kapstok	9	A	26, 27, 34
3	1	plaat	25	A	2, 10, 26
2	1	aan	26	A	1, 26
2	1	die	17	A	10, 26
2	1	met	9	A	26, 34
2	1	nummer	21	A	3, 23
2	1	tafel	9	A	26, 34

