Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	aan de rechterkant van die staaf zitten een	13	A	4, 16
3	3	aan de rechterkant	18	A	4, 16, 21
2	3	een ei voorop	9	A	20, 28
2	3	ik hebben dus	7	A	1, 7
2	3	zitten een staaf	11	A	3, 13
5	2	aan de	25	A	4, 11, 16, 21, 28
5	2	zitten een	18	A	3, 4, 13, 16, 20
3	2	een soort	19	A	3, 9, 21
3	2	een staaf	18	A	3, 13, 20
3	2	ik hebben	7	A	1, 6, 7
3	2	met een	20	A	9, 21, 28
3	2	van die	13	A	4, 11, 16
2	2	de voorkant	9	A	3, 11
2	2	een een	16	A	13, 28
2	2	een ei	9	A	20, 28
2	2	een vierkant	29	A	0, 28
2	2	en daar	26	A	3, 28
2	2	rond neus	7	A	3, 9
2	2	staaf doorheen	26	A	3, 28
9	1	een	29	A	0, 3, 4, 9, 13, 16, 20, 21, 28
7	1	de	26	A	3, 4, 7, 11, 16, 21, 28
7	1	staaf	26	A	3, 4, 13, 16, 20, 21, 28
6	1	die	20	A	1, 2, 4, 11, 16, 20
6	1	ja	29	A	3, 13, 17, 18, 22, 31
5	1	en	26	A	3, 4, 13, 16, 28
5	1	hebben	20	A	1, 3, 6, 7, 20
5	1	ik	8	A	0, 1, 3, 6, 7
4	1	ei	20	A	9, 13, 20, 28
3	1	gewoon	13	A	1, 7, 13
3	1	met	20	A	9, 21, 28
3	1	nummer	14	A	19, 23, 32
3	1	rond	26	A	3, 9, 28
2	1	bak	5	A	7, 11
2	1	cirkel	18	A	4, 21
2	1	dan	14	A	3, 16
2	1	dat	11	A	3, 13
2	1	door	8	A	13, 20
2	1	hoofdvorm	9	A	20, 28
2	1	op	2	A	2, 3
2	1	zien	3	A	0, 2

