Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	aan de zijkant	12	A	1, 12
2	3	dit zijn die	13	A	0, 12
2	3	met dat isteken	11	A	12, 22
2	3	op zijn hoofd	21	A	0, 20
3	2	met dat	22	A	1, 12, 22
3	2	met die	21	A	0, 9, 20
2	2	dat zijn	11	A	11, 21
2	2	die een	4	A	9, 12
2	2	ja met	20	A	1, 20
6	1	dat	22	A	1, 11, 12, 20, 21, 22
6	1	die	21	A	0, 1, 2, 9, 12, 20
6	1	met	23	A	0, 1, 9, 12, 20, 22
5	1	ja	20	A	1, 4, 5, 10, 20
3	1	op	21	A	0, 9, 20
2	1	dan	9	A	1, 9
2	1	een	4	A	9, 12
2	1	en	2	A	1, 2
2	1	maar	8	A	2, 9
2	1	nummer	3	A	21, 23
2	1	oké	6	A	6, 11
2	1	twee	11	A	1, 11

