Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	en aan de achterkant zitten	10	B	0, 9
2	5	je maar voor de helft	9	B	1, 9
2	4	aan de achterkant die	19	B	1, 19
2	4	zitten een soort van	4	B	0, 3
5	3	aan de achterkant	37	B	0, 1, 9, 19, 36
3	2	die je	28	B	9, 19, 36
2	2	die schijf	11	B	9, 19
2	2	helft zien	28	B	9, 36
2	2	ja ja	29	B	7, 35
2	2	zitten een	4	B	0, 3
9	1	ja	36	B	4, 6, 7, 12, 13, 20, 21, 35, 39
5	1	de	37	B	0, 1, 9, 19, 36
5	1	die	36	B	1, 9, 19, 20, 36
5	1	zitten	10	B	0, 1, 3, 4, 9
4	1	een	10	B	0, 3, 7, 9
4	1	je	36	B	1, 9, 19, 36
4	1	zien	36	B	1, 9, 19, 36
4	1	zijn	37	B	4, 9, 19, 40
3	1	en	10	B	0, 3, 9
3	1	schijf	12	B	9, 19, 20
3	1	voor	36	B	1, 9, 36
2	1	half	11	B	9, 19
2	1	okee	20	B	0, 19
2	1	rond	14	B	7, 20

